0	0	1
1	1	1
2	2	1
3	3	1
4	4	1
5	5	1
6	6	1
7	7	1
8	8	1
9	9	1
10	10	1
11	11	1
12	12	1
13	13	1
14	14	1
15	15	1
16	16	1
17	17	1
18	18	1
19	19	1
20	20	1
21	21	1
22	22	1
23	23	1
24	24	1
25	25	1
26	26	1
27	27	1
28	28	1
29	29	1
30	30	1
31	31	1
32	32	1
33	33	1
34	34	1
35	35	1
16	0	1
0	16	1
16	1	1
1	16	1
17	2	1
2	17	1
17	3	1
3	17	1
18	4	1
4	18	1
18	5	1
5	18	1
19	6	1
6	19	1
19	7	1
7	19	1
20	8	1
8	20	1
20	9	1
9	20	1
21	10	1
10	21	1
21	11	1
11	21	1
22	12	1
12	22	1
22	13	1
13	22	1
23	14	1
14	23	1
23	15	1
15	23	1
24	16	1
16	24	1
24	17	1
17	24	1
25	16	1
16	25	1
25	17	1
17	25	1
26	18	1
18	26	1
26	19	1
19	26	1
27	18	1
18	27	1
27	19	1
19	27	1
28	20	1
20	28	1
28	21	1
21	28	1
29	20	1
20	29	1
29	21	1
21	29	1
30	22	1
22	30	1
30	23	1
23	30	1
31	22	1
22	31	1
31	23	1
23	31	1
24	32	1
32	24	1
24	33	1
33	24	1
25	34	1
34	25	1
25	35	1
35	25	1
26	33	1
33	26	1
26	34	1
34	26	1
27	35	1
35	27	1
27	32	1
32	27	1
28	34	1
34	28	1
28	35	1
35	28	1
29	32	1
32	29	1
29	33	1
33	29	1
30	35	1
35	30	1
30	32	1
32	30	1
31	33	1
33	31	1
31	34	1
34	31	1
0	1	99999
0	2	99999
0	3	99999
0	4	99999
0	5	99999
0	6	99999
0	7	99999
0	8	99999
0	9	99999
0	10	99999
0	11	99999
0	12	99999
0	13	99999
0	14	99999
0	15	99999
0	17	99999
0	18	99999
0	19	99999
0	20	99999
0	21	99999
0	22	99999
0	23	99999
0	24	99999
0	25	99999
0	26	99999
0	27	99999
0	28	99999
0	29	99999
0	30	99999
0	31	99999
0	32	99999
0	33	99999
0	34	99999
0	35	99999
1	0	99999
1	2	99999
1	3	99999
1	4	99999
1	5	99999
1	6	99999
1	7	99999
1	8	99999
1	9	99999
1	10	99999
1	11	99999
1	12	99999
1	13	99999
1	14	99999
1	15	99999
1	17	99999
1	18	99999
1	19	99999
1	20	99999
1	21	99999
1	22	99999
1	23	99999
1	24	99999
1	25	99999
1	26	99999
1	27	99999
1	28	99999
1	29	99999
1	30	99999
1	31	99999
1	32	99999
1	33	99999
1	34	99999
1	35	99999
2	0	99999
2	1	99999
2	3	99999
2	4	99999
2	5	99999
2	6	99999
2	7	99999
2	8	99999
2	9	99999
2	10	99999
2	11	99999
2	12	99999
2	13	99999
2	14	99999
2	15	99999
2	16	99999
2	18	99999
2	19	99999
2	20	99999
2	21	99999
2	22	99999
2	23	99999
2	24	99999
2	25	99999
2	26	99999
2	27	99999
2	28	99999
2	29	99999
2	30	99999
2	31	99999
2	32	99999
2	33	99999
2	34	99999
2	35	99999
3	0	99999
3	1	99999
3	2	99999
3	4	99999
3	5	99999
3	6	99999
3	7	99999
3	8	99999
3	9	99999
3	10	99999
3	11	99999
3	12	99999
3	13	99999
3	14	99999
3	15	99999
3	16	99999
3	18	99999
3	19	99999
3	20	99999
3	21	99999
3	22	99999
3	23	99999
3	24	99999
3	25	99999
3	26	99999
3	27	99999
3	28	99999
3	29	99999
3	30	99999
3	31	99999
3	32	99999
3	33	99999
3	34	99999
3	35	99999
4	0	99999
4	1	99999
4	2	99999
4	3	99999
4	5	99999
4	6	99999
4	7	99999
4	8	99999
4	9	99999
4	10	99999
4	11	99999
4	12	99999
4	13	99999
4	14	99999
4	15	99999
4	16	99999
4	17	99999
4	19	99999
4	20	99999
4	21	99999
4	22	99999
4	23	99999
4	24	99999
4	25	99999
4	26	99999
4	27	99999
4	28	99999
4	29	99999
4	30	99999
4	31	99999
4	32	99999
4	33	99999
4	34	99999
4	35	99999
5	0	99999
5	1	99999
5	2	99999
5	3	99999
5	4	99999
5	6	99999
5	7	99999
5	8	99999
5	9	99999
5	10	99999
5	11	99999
5	12	99999
5	13	99999
5	14	99999
5	15	99999
5	16	99999
5	17	99999
5	19	99999
5	20	99999
5	21	99999
5	22	99999
5	23	99999
5	24	99999
5	25	99999
5	26	99999
5	27	99999
5	28	99999
5	29	99999
5	30	99999
5	31	99999
5	32	99999
5	33	99999
5	34	99999
5	35	99999
6	0	99999
6	1	99999
6	2	99999
6	3	99999
6	4	99999
6	5	99999
6	7	99999
6	8	99999
6	9	99999
6	10	99999
6	11	99999
6	12	99999
6	13	99999
6	14	99999
6	15	99999
6	16	99999
6	17	99999
6	18	99999
6	20	99999
6	21	99999
6	22	99999
6	23	99999
6	24	99999
6	25	99999
6	26	99999
6	27	99999
6	28	99999
6	29	99999
6	30	99999
6	31	99999
6	32	99999
6	33	99999
6	34	99999
6	35	99999
7	0	99999
7	1	99999
7	2	99999
7	3	99999
7	4	99999
7	5	99999
7	6	99999
7	8	99999
7	9	99999
7	10	99999
7	11	99999
7	12	99999
7	13	99999
7	14	99999
7	15	99999
7	16	99999
7	17	99999
7	18	99999
7	20	99999
7	21	99999
7	22	99999
7	23	99999
7	24	99999
7	25	99999
7	26	99999
7	27	99999
7	28	99999
7	29	99999
7	30	99999
7	31	99999
7	32	99999
7	33	99999
7	34	99999
7	35	99999
8	0	99999
8	1	99999
8	2	99999
8	3	99999
8	4	99999
8	5	99999
8	6	99999
8	7	99999
8	9	99999
8	10	99999
8	11	99999
8	12	99999
8	13	99999
8	14	99999
8	15	99999
8	16	99999
8	17	99999
8	18	99999
8	19	99999
8	21	99999
8	22	99999
8	23	99999
8	24	99999
8	25	99999
8	26	99999
8	27	99999
8	28	99999
8	29	99999
8	30	99999
8	31	99999
8	32	99999
8	33	99999
8	34	99999
8	35	99999
9	0	99999
9	1	99999
9	2	99999
9	3	99999
9	4	99999
9	5	99999
9	6	99999
9	7	99999
9	8	99999
9	10	99999
9	11	99999
9	12	99999
9	13	99999
9	14	99999
9	15	99999
9	16	99999
9	17	99999
9	18	99999
9	19	99999
9	21	99999
9	22	99999
9	23	99999
9	24	99999
9	25	99999
9	26	99999
9	27	99999
9	28	99999
9	29	99999
9	30	99999
9	31	99999
9	32	99999
9	33	99999
9	34	99999
9	35	99999
10	0	99999
10	1	99999
10	2	99999
10	3	99999
10	4	99999
10	5	99999
10	6	99999
10	7	99999
10	8	99999
10	9	99999
10	11	99999
10	12	99999
10	13	99999
10	14	99999
10	15	99999
10	16	99999
10	17	99999
10	18	99999
10	19	99999
10	20	99999
10	22	99999
10	23	99999
10	24	99999
10	25	99999
10	26	99999
10	27	99999
10	28	99999
10	29	99999
10	30	99999
10	31	99999
10	32	99999
10	33	99999
10	34	99999
10	35	99999
11	0	99999
11	1	99999
11	2	99999
11	3	99999
11	4	99999
11	5	99999
11	6	99999
11	7	99999
11	8	99999
11	9	99999
11	10	99999
11	12	99999
11	13	99999
11	14	99999
11	15	99999
11	16	99999
11	17	99999
11	18	99999
11	19	99999
11	20	99999
11	22	99999
11	23	99999
11	24	99999
11	25	99999
11	26	99999
11	27	99999
11	28	99999
11	29	99999
11	30	99999
11	31	99999
11	32	99999
11	33	99999
11	34	99999
11	35	99999
12	0	99999
12	1	99999
12	2	99999
12	3	99999
12	4	99999
12	5	99999
12	6	99999
12	7	99999
12	8	99999
12	9	99999
12	10	99999
12	11	99999
12	13	99999
12	14	99999
12	15	99999
12	16	99999
12	17	99999
12	18	99999
12	19	99999
12	20	99999
12	21	99999
12	23	99999
12	24	99999
12	25	99999
12	26	99999
12	27	99999
12	28	99999
12	29	99999
12	30	99999
12	31	99999
12	32	99999
12	33	99999
12	34	99999
12	35	99999
13	0	99999
13	1	99999
13	2	99999
13	3	99999
13	4	99999
13	5	99999
13	6	99999
13	7	99999
13	8	99999
13	9	99999
13	10	99999
13	11	99999
13	12	99999
13	14	99999
13	15	99999
13	16	99999
13	17	99999
13	18	99999
13	19	99999
13	20	99999
13	21	99999
13	23	99999
13	24	99999
13	25	99999
13	26	99999
13	27	99999
13	28	99999
13	29	99999
13	30	99999
13	31	99999
13	32	99999
13	33	99999
13	34	99999
13	35	99999
14	0	99999
14	1	99999
14	2	99999
14	3	99999
14	4	99999
14	5	99999
14	6	99999
14	7	99999
14	8	99999
14	9	99999
14	10	99999
14	11	99999
14	12	99999
14	13	99999
14	15	99999
14	16	99999
14	17	99999
14	18	99999
14	19	99999
14	20	99999
14	21	99999
14	22	99999
14	24	99999
14	25	99999
14	26	99999
14	27	99999
14	28	99999
14	29	99999
14	30	99999
14	31	99999
14	32	99999
14	33	99999
14	34	99999
14	35	99999
15	0	99999
15	1	99999
15	2	99999
15	3	99999
15	4	99999
15	5	99999
15	6	99999
15	7	99999
15	8	99999
15	9	99999
15	10	99999
15	11	99999
15	12	99999
15	13	99999
15	14	99999
15	16	99999
15	17	99999
15	18	99999
15	19	99999
15	20	99999
15	21	99999
15	22	99999
15	24	99999
15	25	99999
15	26	99999
15	27	99999
15	28	99999
15	29	99999
15	30	99999
15	31	99999
15	32	99999
15	33	99999
15	34	99999
15	35	99999
16	2	99999
16	3	99999
16	4	99999
16	5	99999
16	6	99999
16	7	99999
16	8	99999
16	9	99999
16	10	99999
16	11	99999
16	12	99999
16	13	99999
16	14	99999
16	15	99999
16	17	99999
16	18	99999
16	19	99999
16	20	99999
16	21	99999
16	22	99999
16	23	99999
16	26	99999
16	27	99999
16	28	99999
16	29	99999
16	30	99999
16	31	99999
16	32	99999
16	33	99999
16	34	99999
16	35	99999
17	0	99999
17	1	99999
17	4	99999
17	5	99999
17	6	99999
17	7	99999
17	8	99999
17	9	99999
17	10	99999
17	11	99999
17	12	99999
17	13	99999
17	14	99999
17	15	99999
17	16	99999
17	18	99999
17	19	99999
17	20	99999
17	21	99999
17	22	99999
17	23	99999
17	26	99999
17	27	99999
17	28	99999
17	29	99999
17	30	99999
17	31	99999
17	32	99999
17	33	99999
17	34	99999
17	35	99999
18	0	99999
18	1	99999
18	2	99999
18	3	99999
18	6	99999
18	7	99999
18	8	99999
18	9	99999
18	10	99999
18	11	99999
18	12	99999
18	13	99999
18	14	99999
18	15	99999
18	16	99999
18	17	99999
18	19	99999
18	20	99999
18	21	99999
18	22	99999
18	23	99999
18	24	99999
18	25	99999
18	28	99999
18	29	99999
18	30	99999
18	31	99999
18	32	99999
18	33	99999
18	34	99999
18	35	99999
19	0	99999
19	1	99999
19	2	99999
19	3	99999
19	4	99999
19	5	99999
19	8	99999
19	9	99999
19	10	99999
19	11	99999
19	12	99999
19	13	99999
19	14	99999
19	15	99999
19	16	99999
19	17	99999
19	18	99999
19	20	99999
19	21	99999
19	22	99999
19	23	99999
19	24	99999
19	25	99999
19	28	99999
19	29	99999
19	30	99999
19	31	99999
19	32	99999
19	33	99999
19	34	99999
19	35	99999
20	0	99999
20	1	99999
20	2	99999
20	3	99999
20	4	99999
20	5	99999
20	6	99999
20	7	99999
20	10	99999
20	11	99999
20	12	99999
20	13	99999
20	14	99999
20	15	99999
20	16	99999
20	17	99999
20	18	99999
20	19	99999
20	21	99999
20	22	99999
20	23	99999
20	24	99999
20	25	99999
20	26	99999
20	27	99999
20	30	99999
20	31	99999
20	32	99999
20	33	99999
20	34	99999
20	35	99999
21	0	99999
21	1	99999
21	2	99999
21	3	99999
21	4	99999
21	5	99999
21	6	99999
21	7	99999
21	8	99999
21	9	99999
21	12	99999
21	13	99999
21	14	99999
21	15	99999
21	16	99999
21	17	99999
21	18	99999
21	19	99999
21	20	99999
21	22	99999
21	23	99999
21	24	99999
21	25	99999
21	26	99999
21	27	99999
21	30	99999
21	31	99999
21	32	99999
21	33	99999
21	34	99999
21	35	99999
22	0	99999
22	1	99999
22	2	99999
22	3	99999
22	4	99999
22	5	99999
22	6	99999
22	7	99999
22	8	99999
22	9	99999
22	10	99999
22	11	99999
22	14	99999
22	15	99999
22	16	99999
22	17	99999
22	18	99999
22	19	99999
22	20	99999
22	21	99999
22	23	99999
22	24	99999
22	25	99999
22	26	99999
22	27	99999
22	28	99999
22	29	99999
22	32	99999
22	33	99999
22	34	99999
22	35	99999
23	0	99999
23	1	99999
23	2	99999
23	3	99999
23	4	99999
23	5	99999
23	6	99999
23	7	99999
23	8	99999
23	9	99999
23	10	99999
23	11	99999
23	12	99999
23	13	99999
23	16	99999
23	17	99999
23	18	99999
23	19	99999
23	20	99999
23	21	99999
23	22	99999
23	24	99999
23	25	99999
23	26	99999
23	27	99999
23	28	99999
23	29	99999
23	32	99999
23	33	99999
23	34	99999
23	35	99999
24	0	99999
24	1	99999
24	2	99999
24	3	99999
24	4	99999
24	5	99999
24	6	99999
24	7	99999
24	8	99999
24	9	99999
24	10	99999
24	11	99999
24	12	99999
24	13	99999
24	14	99999
24	15	99999
24	18	99999
24	19	99999
24	20	99999
24	21	99999
24	22	99999
24	23	99999
24	25	99999
24	26	99999
24	27	99999
24	28	99999
24	29	99999
24	30	99999
24	31	99999
24	34	99999
24	35	99999
25	0	99999
25	1	99999
25	2	99999
25	3	99999
25	4	99999
25	5	99999
25	6	99999
25	7	99999
25	8	99999
25	9	99999
25	10	99999
25	11	99999
25	12	99999
25	13	99999
25	14	99999
25	15	99999
25	18	99999
25	19	99999
25	20	99999
25	21	99999
25	22	99999
25	23	99999
25	24	99999
25	26	99999
25	27	99999
25	28	99999
25	29	99999
25	30	99999
25	31	99999
25	32	99999
25	33	99999
26	0	99999
26	1	99999
26	2	99999
26	3	99999
26	4	99999
26	5	99999
26	6	99999
26	7	99999
26	8	99999
26	9	99999
26	10	99999
26	11	99999
26	12	99999
26	13	99999
26	14	99999
26	15	99999
26	16	99999
26	17	99999
26	20	99999
26	21	99999
26	22	99999
26	23	99999
26	24	99999
26	25	99999
26	27	99999
26	28	99999
26	29	99999
26	30	99999
26	31	99999
26	32	99999
26	35	99999
27	0	99999
27	1	99999
27	2	99999
27	3	99999
27	4	99999
27	5	99999
27	6	99999
27	7	99999
27	8	99999
27	9	99999
27	10	99999
27	11	99999
27	12	99999
27	13	99999
27	14	99999
27	15	99999
27	16	99999
27	17	99999
27	20	99999
27	21	99999
27	22	99999
27	23	99999
27	24	99999
27	25	99999
27	26	99999
27	28	99999
27	29	99999
27	30	99999
27	31	99999
27	33	99999
27	34	99999
28	0	99999
28	1	99999
28	2	99999
28	3	99999
28	4	99999
28	5	99999
28	6	99999
28	7	99999
28	8	99999
28	9	99999
28	10	99999
28	11	99999
28	12	99999
28	13	99999
28	14	99999
28	15	99999
28	16	99999
28	17	99999
28	18	99999
28	19	99999
